Validation_Set,Topics,Alpha,Beta,Coherence,Perplexity
100% Corpus,19,0.31,symmetric,0.264946303,-8.866273901
100% Corpus,19,0.61,0.01,0.264278773,-12.2225818
100% Corpus,19,0.61,0.31,0.376386698,-8.334016205
100% Corpus,19,0.61,0.61,0.378430822,-8.396944797
100% Corpus,19,0.61,0.91,0.381401697,-8.421620588
100% Corpus,19,0.61,symmetric,0.257725879,-8.909554842
100% Corpus,19,0.91,0.01,0.265604558,-12.44110493
100% Corpus,19,0.91,0.31,0.345510971,-8.373491202
100% Corpus,19,0.91,0.61,0.411292936,-8.436967124
100% Corpus,19,0.91,0.91,0.344780032,-8.464571722
100% Corpus,19,0.91,symmetric,0.262285676,-8.94113842
100% Corpus,19,symmetric,0.01,0.263072353,-11.69787392
100% Corpus,19,symmetric,0.31,0.385143827,-8.227156747
100% Corpus,19,symmetric,0.61,0.410225654,-8.264341834
100% Corpus,19,symmetric,0.91,0.447738381,-8.296808786
100% Corpus,19,symmetric,symmetric,0.260675592,-8.875379703
100% Corpus,19,asymmetric,0.01,0.263365276,-12.07616527
100% Corpus,19,asymmetric,0.31,0.387272397,-8.222885266
100% Corpus,19,asymmetric,0.61,0.436973807,-8.259420269
100% Corpus,19,asymmetric,0.91,0.412833249,-8.289420347
100% Corpus,19,asymmetric,symmetric,0.263106263,-8.830046035
100% Corpus,20,0.01,0.01,0.26352159,-11.9693804
100% Corpus,20,0.01,0.31,0.38317358,-8.218932355
100% Corpus,20,0.01,0.61,0.404371743,-8.269084461
100% Corpus,20,0.01,0.91,0.381674685,-8.320309005
100% Corpus,20,0.01,symmetric,0.266649144,-8.838945716
100% Corpus,20,0.31,0.01,0.261940799,-11.98682957
100% Corpus,20,0.31,0.31,0.379938525,-8.284571353
100% Corpus,20,0.31,0.61,0.39494529,-8.339444063
100% Corpus,20,0.31,0.91,0.38382506,-8.382463205
100% Corpus,20,0.31,symmetric,0.262158934,-8.883455191
100% Corpus,20,0.61,0.01,0.265516584,-12.09316808
100% Corpus,20,0.61,0.31,0.369795189,-8.340671514
100% Corpus,20,0.61,0.61,0.378249736,-8.39372215
100% Corpus,20,0.61,0.91,0.390115364,-8.428090906
100% Corpus,20,0.61,symmetric,0.264001528,-9.002877715
100% Corpus,20,0.91,0.01,0.268452682,-12.27407958
100% Corpus,20,0.91,0.31,0.34732882,-8.385550525
100% Corpus,20,0.91,0.61,0.366153168,-8.441258837
100% Corpus,20,0.91,0.91,0.399489756,-8.473038125
100% Corpus,20,0.91,symmetric,0.263515826,-8.991565228
100% Corpus,20,symmetric,0.01,0.264838346,-11.87313126
100% Corpus,20,symmetric,0.31,0.40366572,-8.222616447
100% Corpus,20,symmetric,0.61,0.403301876,-8.275883919
100% Corpus,20,symmetric,0.91,0.387179758,-8.302781096
100% Corpus,20,symmetric,symmetric,0.266909694,-8.87390169
100% Corpus,20,asymmetric,0.01,0.26357468,-11.84139156
100% Corpus,20,asymmetric,0.31,0.392061734,-8.21765597
100% Corpus,20,asymmetric,0.61,0.412285055,-8.26410314
100% Corpus,20,asymmetric,0.91,0.428172047,-8.287155712
100% Corpus,20,asymmetric,symmetric,0.262394938,-8.983693216
100% Corpus,21,0.01,0.01,0.269036924,-11.91250295
100% Corpus,21,0.01,0.31,0.394642153,-8.216896536
100% Corpus,21,0.01,0.61,0.404426967,-8.270066747
100% Corpus,21,0.01,0.91,0.452852936,-8.28837431
100% Corpus,21,0.01,symmetric,0.271620262,-8.876696883
100% Corpus,21,0.31,0.01,0.262832434,-12.21118346
100% Corpus,21,0.31,0.31,0.396084914,-8.286854095
100% Corpus,21,0.31,0.61,0.446065678,-8.340393542
100% Corpus,21,0.31,0.91,0.42379973,-8.375254628
100% Corpus,21,0.31,symmetric,0.262660493,-8.992017198
100% Corpus,21,0.61,0.01,0.265777499,-12.30773738
100% Corpus,21,0.61,0.31,0.380672319,-8.346294783
100% Corpus,21,0.61,0.61,0.408733631,-8.400510313
100% Corpus,21,0.61,0.91,0.423925367,-8.434240613
100% Corpus,21,0.61,symmetric,0.263540201,-8.993638634
100% Corpus,21,0.91,0.01,0.269149931,-12.70098766
100% Corpus,21,0.91,0.31,0.370473847,-8.391114177
100% Corpus,21,0.91,0.61,0.392573528,-8.446909045
100% Corpus,21,0.91,0.91,0.379071149,-8.500812971
100% Corpus,21,0.91,symmetric,0.263461453,-9.071793957
100% Corpus,21,symmetric,0.01,0.270615484,-11.86593497
100% Corpus,21,symmetric,0.31,0.410332872,-8.224155094
100% Corpus,21,symmetric,0.61,0.432530514,-8.273220672
100% Corpus,21,symmetric,0.91,0.401495253,-8.302943704
100% Corpus,21,symmetric,symmetric,0.259591255,-8.916160761
100% Corpus,21,asymmetric,0.01,0.266039863,-11.7082654
100% Corpus,21,asymmetric,0.31,0.377059177,-8.218854971
100% Corpus,21,asymmetric,0.61,0.425558908,-8.262310094
100% Corpus,21,asymmetric,0.91,0.423260839,-8.287495267
100% Corpus,21,asymmetric,symmetric,0.261386513,-8.904676221
100% Corpus,22,0.01,0.01,0.260616929,-12.16048545
100% Corpus,22,0.01,0.31,0.398597286,-8.224501601
100% Corpus,22,0.01,0.61,0.414365828,-8.274563179
100% Corpus,22,0.01,0.91,0.375504841,-8.299199535
100% Corpus,22,0.01,symmetric,0.25919654,-9.001381757
100% Corpus,22,0.31,0.01,0.257947672,-12.10369958
100% Corpus,22,0.31,0.31,0.379282521,-8.296978581
100% Corpus,22,0.31,0.61,0.407645381,-8.349349112
100% Corpus,22,0.31,0.91,0.367579363,-8.381821271
100% Corpus,22,0.31,symmetric,0.258774739,-8.987791594
100% Corpus,22,0.61,0.01,0.264445228,-12.35045162
100% Corpus,22,0.61,0.31,0.381286689,-8.356066252
100% Corpus,22,0.61,0.61,0.389440773,-8.417894644
100% Corpus,22,0.61,0.91,0.412024218,-8.455548734
100% Corpus,22,0.61,symmetric,0.25767441,-9.046143811
100% Corpus,22,0.91,0.01,0.267552229,-12.75870816
100% Corpus,22,0.91,0.31,0.37637734,-8.410464964
100% Corpus,22,0.91,0.61,0.439036417,-8.45817063
100% Corpus,22,0.91,0.91,0.402517939,-8.499776378
100% Corpus,22,0.91,symmetric,0.262670717,-9.104562661
100% Corpus,22,symmetric,0.01,0.260748129,-11.85731993
100% Corpus,22,symmetric,0.31,0.410366236,-8.227211148
100% Corpus,22,symmetric,0.61,0.400541571,-8.283682265
100% Corpus,22,symmetric,0.91,0.366331672,-8.316742269
100% Corpus,22,symmetric,symmetric,0.269240783,-8.94433637
100% Corpus,22,asymmetric,0.01,0.25784803,-11.89124107
100% Corpus,22,asymmetric,0.31,0.378976572,-8.223833679
100% Corpus,22,asymmetric,0.61,0.397851178,-8.27056086
100% Corpus,22,asymmetric,0.91,0.423268637,-8.289019955
100% Corpus,22,asymmetric,symmetric,0.256941324,-8.936501061
100% Corpus,23,0.01,0.01,0.260048783,-12.09751041
100% Corpus,23,0.01,0.31,0.43439833,-8.215339172
100% Corpus,23,0.01,0.61,0.418217883,-8.26547203
100% Corpus,23,0.01,0.91,0.375674678,-8.304950663
100% Corpus,23,0.01,symmetric,0.263210636,-8.990562293
100% Corpus,23,0.31,0.01,0.256965968,-11.87450168
100% Corpus,23,0.31,0.31,0.403784215,-8.295856199
100% Corpus,23,0.31,0.61,0.397519062,-8.358902853
100% Corpus,23,0.31,0.91,0.409090188,-8.391355517
100% Corpus,23,0.31,symmetric,0.262463979,-9.025907658
100% Corpus,23,0.61,0.01,0.262033136,-12.33646801
100% Corpus,23,0.61,0.31,0.393101738,-8.360633397
100% Corpus,23,0.61,0.61,0.371880274,-8.42119165
100% Corpus,23,0.61,0.91,0.385776335,-8.451443736
100% Corpus,23,0.61,symmetric,0.252899289,-9.091876398
100% Corpus,23,0.91,0.01,0.267728158,-12.82511246
100% Corpus,23,0.91,0.31,0.378003297,-8.407118931
100% Corpus,23,0.91,0.61,0.404843213,-8.471049641
100% Corpus,23,0.91,0.91,0.435211165,-8.493064385
100% Corpus,23,0.91,symmetric,0.26516497,-9.177013869
100% Corpus,23,symmetric,0.01,0.25797932,-11.88061533
100% Corpus,23,symmetric,0.31,0.40345458,-8.225023677
100% Corpus,23,symmetric,0.61,0.397203337,-8.272145695
100% Corpus,23,symmetric,0.91,0.389539731,-8.31426916
100% Corpus,23,symmetric,symmetric,0.257688264,-8.973189417
100% Corpus,23,asymmetric,0.01,0.264220517,-11.8574254
100% Corpus,23,asymmetric,0.31,0.406563327,-8.223694199
100% Corpus,23,asymmetric,0.61,0.407375308,-8.262671556
100% Corpus,23,asymmetric,0.91,0.388271554,-8.289863774
100% Corpus,23,asymmetric,symmetric,0.258902942,-8.970579891
100% Corpus,24,0.01,0.01,0.258644856,-11.90972093
100% Corpus,24,0.01,0.31,0.403956663,-8.224112499
100% Corpus,24,0.01,0.61,0.397954777,-8.281026028
100% Corpus,24,0.01,0.91,0.408313249,-8.292278467
100% Corpus,24,0.01,symmetric,0.255561498,-9.017605793
100% Corpus,24,0.31,0.01,0.25972379,-12.0032119
100% Corpus,24,0.31,0.31,0.38325118,-8.303339839
100% Corpus,24,0.31,0.61,0.376909666,-8.362187157
100% Corpus,24,0.31,0.91,0.370064559,-8.393412036
100% Corpus,24,0.31,symmetric,0.254078636,-9.066842112
100% Corpus,24,0.61,0.01,0.261842183,-12.33265536
100% Corpus,24,0.61,0.31,0.377832636,-8.369454271
100% Corpus,24,0.61,0.61,0.381981923,-8.423140823
100% Corpus,24,0.61,0.91,0.461632531,-8.452643705
100% Corpus,24,0.61,symmetric,0.256349699,-9.14191146
100% Corpus,24,0.91,0.01,0.265919144,-12.70736996
100% Corpus,24,0.91,0.31,0.372703869,-8.41909962
100% Corpus,24,0.91,0.61,0.379224762,-8.484351669
100% Corpus,24,0.91,0.91,0.442590076,-8.505829835
100% Corpus,24,0.91,symmetric,0.260096526,-9.206347126
100% Corpus,24,symmetric,0.01,0.258139166,-11.86313052
100% Corpus,24,symmetric,0.31,0.394235615,-8.229932847
100% Corpus,24,symmetric,0.61,0.404492482,-8.27725348
100% Corpus,24,symmetric,0.91,0.39654792,-8.309014607
100% Corpus,24,symmetric,symmetric,0.260804606,-8.970906089
100% Corpus,24,asymmetric,0.01,0.264013013,-11.87203953
100% Corpus,24,asymmetric,0.31,0.397458088,-8.220147806
100% Corpus,24,asymmetric,0.61,0.425916608,-8.263872491
100% Corpus,24,asymmetric,0.91,0.416464806,-8.293563158
100% Corpus,24,asymmetric,symmetric,0.256006161,-9.012257697
100% Corpus,25,0.01,0.01,0.261594223,-11.93251313
100% Corpus,25,0.01,0.31,0.413569958,-8.219227332
100% Corpus,25,0.01,0.61,0.41239505,-8.264601172
100% Corpus,25,0.01,0.91,0.424324968,-8.311289029
100% Corpus,25,0.01,symmetric,0.261859157,-9.058741597
100% Corpus,25,0.31,0.01,0.260265762,-12.03102095
100% Corpus,25,0.31,0.31,0.412472883,-8.304899787
100% Corpus,25,0.31,0.61,0.386553172,-8.357180875
100% Corpus,25,0.31,0.91,0.421791006,-8.391431286
100% Corpus,25,0.31,symmetric,0.260358255,-9.094382825
100% Corpus,25,0.61,0.01,0.266183578,-12.67699796
100% Corpus,25,0.61,0.31,0.375938428,-8.378572552
100% Corpus,25,0.61,0.61,0.410580276,-8.426872503
100% Corpus,25,0.61,0.91,0.451872097,-8.461379946
100% Corpus,25,0.61,symmetric,0.258211081,-9.187663397
100% Corpus,25,0.91,0.01,0.267236895,-12.98530001
100% Corpus,25,0.91,0.31,0.382813681,-8.426886588
100% Corpus,25,0.91,0.61,0.413650317,-8.483419395
100% Corpus,25,0.91,0.91,0.409260549,-8.511098335
100% Corpus,25,0.91,symmetric,0.2629401,-9.280806241
100% Corpus,25,symmetric,0.01,0.257546243,-11.82600114
100% Corpus,25,symmetric,0.31,0.413124068,-8.22764605
100% Corpus,25,symmetric,0.61,0.413818883,-8.277615483
100% Corpus,25,symmetric,0.91,0.423425713,-8.321969779
100% Corpus,25,symmetric,symmetric,0.252757744,-9.051736895
100% Corpus,25,asymmetric,0.01,0.261221964,-11.84166622
100% Corpus,25,asymmetric,0.31,0.393929035,-8.221587598
100% Corpus,25,asymmetric,0.61,0.426993241,-8.267075862
100% Corpus,25,asymmetric,0.91,0.442918396,-8.288444485
100% Corpus,25,asymmetric,symmetric,0.255048646,-9.042314106
100% Corpus,26,0.01,0.01,0.261258398,-11.90333328
100% Corpus,26,0.01,0.31,0.428434119,-8.224859159
100% Corpus,26,0.01,0.61,0.416695425,-8.28089069
100% Corpus,26,0.01,0.91,0.382581996,-8.302769489
100% Corpus,26,0.01,symmetric,0.264608111,-9.091075947
100% Corpus,26,0.31,0.01,0.255878068,-11.84797856
100% Corpus,26,0.31,0.31,0.408213193,-8.308388423
100% Corpus,26,0.31,0.61,0.397665265,-8.362140137
100% Corpus,26,0.31,0.91,0.446694937,-8.392699986
100% Corpus,26,0.31,symmetric,0.263618019,-9.149603236
100% Corpus,26,0.61,0.01,0.262760967,-12.24485716
100% Corpus,26,0.61,0.31,0.393590041,-8.378258964
100% Corpus,26,0.61,0.61,0.422729669,-8.433247458
100% Corpus,26,0.61,0.91,0.443801072,-8.463970637
100% Corpus,26,0.61,symmetric,0.252900151,-9.246916449
100% Corpus,26,0.91,0.01,0.268179825,-13.03200965
100% Corpus,26,0.91,0.31,0.378079108,-8.438941899
100% Corpus,26,0.91,0.61,0.410292158,-8.492050824
100% Corpus,26,0.91,0.91,0.485111194,-8.522358735
100% Corpus,26,0.91,symmetric,0.265608744,-9.335414734
100% Corpus,26,symmetric,0.01,0.260876936,-11.8458425
100% Corpus,26,symmetric,0.31,0.4223558,-8.230900906
100% Corpus,26,symmetric,0.61,0.398247434,-8.277884668
100% Corpus,26,symmetric,0.91,0.423717992,-8.303515729
100% Corpus,26,symmetric,symmetric,0.258023657,-9.041168788
100% Corpus,26,asymmetric,0.01,0.266701646,-11.85723186
100% Corpus,26,asymmetric,0.31,0.419219519,-8.223611097
100% Corpus,26,asymmetric,0.61,0.432604628,-8.263105902
100% Corpus,26,asymmetric,0.91,0.422547272,-8.289716996
100% Corpus,26,asymmetric,symmetric,0.263581982,-9.07429488
100% Corpus,27,0.01,0.01,0.26157931,-11.92464362
100% Corpus,27,0.01,0.31,0.412634426,-8.223185403
100% Corpus,27,0.01,0.61,0.395956441,-8.274580511
100% Corpus,27,0.01,0.91,0.421033866,-8.292345023
100% Corpus,27,0.01,symmetric,0.260213736,-9.198144201
100% Corpus,27,0.31,0.01,0.261047884,-11.99506569
100% Corpus,27,0.31,0.31,0.415361025,-8.31464904
100% Corpus,27,0.31,0.61,0.416046196,-8.370142288
100% Corpus,27,0.31,0.91,0.421317533,-8.413677953
100% Corpus,27,0.31,symmetric,0.263245973,-9.118745186
100% Corpus,27,0.61,0.01,0.265229488,-12.65890083
100% Corpus,27,0.61,0.31,0.381557559,-8.387166933
100% Corpus,27,0.61,0.61,0.423475003,-8.443997623
100% Corpus,27,0.61,0.91,0.468476142,-8.475736818
100% Corpus,27,0.61,symmetric,0.261071168,-9.350491808
100% Corpus,27,0.91,0.01,0.266378112,-13.07045913
100% Corpus,27,0.91,0.31,0.369938568,-8.444501678
100% Corpus,27,0.91,0.61,0.388388483,-8.514469583
100% Corpus,27,0.91,0.91,0.524880815,-8.531608261
100% Corpus,27,0.91,symmetric,0.262325733,-9.398818468
100% Corpus,27,symmetric,0.01,0.258657164,-11.8652408
100% Corpus,27,symmetric,0.31,0.410386116,-8.23031027
100% Corpus,27,symmetric,0.61,0.410003887,-8.279405599
100% Corpus,27,symmetric,0.91,0.412563805,-8.302130695
100% Corpus,27,symmetric,symmetric,0.260904008,-9.183065137
100% Corpus,27,asymmetric,0.01,0.258919045,-11.85769245
100% Corpus,27,asymmetric,0.31,0.408803035,-8.224698195
100% Corpus,27,asymmetric,0.61,0.418469107,-8.263197098
100% Corpus,27,asymmetric,0.91,0.417609349,-8.289497691
100% Corpus,27,asymmetric,symmetric,0.267718373,-9.178638238
100% Corpus,28,0.01,0.01,0.272202774,-12.1477211
100% Corpus,28,0.01,0.31,0.394108981,-8.228764387
100% Corpus,28,0.01,0.61,0.372908435,-8.263431145
100% Corpus,28,0.01,0.91,0.41156522,-8.289393939
100% Corpus,28,0.01,symmetric,0.284006774,-9.227151979
100% Corpus,28,0.31,0.01,0.26422006,-12.0103739
100% Corpus,28,0.31,0.31,0.40006623,-8.323944511
100% Corpus,28,0.31,0.61,0.372912445,-8.369910667
100% Corpus,28,0.31,0.91,0.485174301,-8.397307847
100% Corpus,28,0.31,symmetric,0.290924108,-9.279195784
100% Corpus,28,0.61,0.01,0.266120113,-12.47575778
100% Corpus,28,0.61,0.31,0.379258447,-8.392803513
100% Corpus,28,0.61,0.61,0.38521125,-8.446231409
100% Corpus,28,0.61,0.91,0.478529475,-8.470563608
100% Corpus,28,0.61,symmetric,0.271706659,-9.38984112
100% Corpus,28,0.91,0.01,0.267932984,-12.87914744
100% Corpus,28,0.91,0.31,0.350171574,-8.452003943
100% Corpus,28,0.91,0.61,0.423583219,-8.50253445
100% Corpus,28,0.91,0.91,0.481115413,-8.531963291
100% Corpus,28,0.91,symmetric,0.262653755,-9.437404785
100% Corpus,28,symmetric,0.01,0.273456183,-11.89686168
100% Corpus,28,symmetric,0.31,0.423104593,-8.234959478
100% Corpus,28,symmetric,0.61,0.37484441,-8.274299311
100% Corpus,28,symmetric,0.91,0.408043177,-8.299681585
100% Corpus,28,symmetric,symmetric,0.288930612,-9.223079416
100% Corpus,28,asymmetric,0.01,0.263154877,-11.69353572
100% Corpus,28,asymmetric,0.31,0.398763267,-8.227543644
100% Corpus,28,asymmetric,0.61,0.428094563,-8.272415715
100% Corpus,28,asymmetric,0.91,0.445829152,-8.293255924
100% Corpus,28,asymmetric,symmetric,0.270492274,-9.163853296
100% Corpus,29,0.01,0.01,0.265468756,-12.17365054
100% Corpus,29,0.01,0.31,0.37385523,-8.225414959
100% Corpus,29,0.01,0.61,0.397878961,-8.259286455
100% Corpus,29,0.01,0.91,0.424293083,-8.291879844
100% Corpus,29,0.01,symmetric,0.268017676,-9.225231878
100% Corpus,29,0.31,0.01,0.263408845,-12.16366171
100% Corpus,29,0.31,0.31,0.385111834,-8.329761237
100% Corpus,29,0.31,0.61,0.426110287,-8.371493045
100% Corpus,29,0.31,0.91,0.451644737,-8.405315392
100% Corpus,29,0.31,symmetric,0.272927117,-9.284681736
100% Corpus,29,0.61,0.01,0.267441043,-12.75276906
100% Corpus,29,0.61,0.31,0.363651271,-8.408076325
100% Corpus,29,0.61,0.61,0.443374381,-8.452477029
100% Corpus,29,0.61,0.91,0.485909812,-8.482703316
100% Corpus,29,0.61,symmetric,0.264740507,-9.453778443
100% Corpus,29,0.91,0.01,0.268977643,-13.3590992
100% Corpus,29,0.91,0.31,0.375061046,-8.472988404
100% Corpus,29,0.91,0.61,0.45314754,-8.511432688
100% Corpus,29,0.91,0.91,0.452157515,-8.543264505
100% Corpus,29,0.91,symmetric,0.267783909,-9.525633135
100% Corpus,29,symmetric,0.01,0.2651413,-11.684709
100% Corpus,29,symmetric,0.31,0.380725056,-8.237231297
100% Corpus,29,symmetric,0.61,0.429148429,-8.276982623
100% Corpus,29,symmetric,0.91,0.445545244,-8.30001843
100% Corpus,29,symmetric,symmetric,0.272187221,-9.260669596
100% Corpus,29,asymmetric,0.01,0.270244433,-11.89994898
100% Corpus,29,asymmetric,0.31,0.369534476,-8.226927686
100% Corpus,29,asymmetric,0.61,0.409628496,-8.2659469
100% Corpus,29,asymmetric,0.91,0.398826224,-8.287197262
100% Corpus,29,asymmetric,symmetric,0.27306235,-9.189552604
