artistId,geniusName,songShortcut,title,songId,url,,releaseDate
1961,Akhenaton,AKHENATON8,"1 Gun, 2 Gunz, 3 by IAM",3009366,https://genius.com/Iam-1-gun-2-gunz-3-lyrics,,"DateMarch 3, 2017"
1961,Akhenaton,AKHENATON9,1 peu trop court by IAM (Ft. B.Love),335913,https://genius.com/Iam-1-peu-trop-court-lyrics,,0
1961,Akhenaton,AKHENATON10,21.04 by IAM,370945,https://genius.com/Iam-2104-lyrics,,16-Sep-03
1961,Akhenaton,AKHENATON11,"24 heures à vivre by Oxmo Puccino (Ft. Akhenaton, Freeman (FRA), Le Rat Luciano & Pit Baccardi)",59389,https://genius.com/Oxmo-puccino-24-heures-a-vivre-lyrics,,"DateApril 28, 1998"
1961,Akhenaton,AKHENATON13,3G by Kadaz (Ft. Akhenaton & Mess Bass),5371940,https://genius.com/Kadaz-3g-lyrics,,"DateOctober 21, 2011"
1961,Akhenaton,AKHENATON14,4.2.1 by IAM,141597,https://genius.com/Iam-421-lyrics,,"DateApril 22, 2013"
1961,Akhenaton,AKHENATON15,79 à 97 by Passi (Ft. Jacky & Jmi Sissoko),427941,https://genius.com/Passi-79-a-97-lyrics,,"DateMay 21, 1997"
1961,Akhenaton,AKHENATON16,79 à 97 by Youssoupha (Ft. Kenyon),4082151,https://genius.com/Youssoupha-79-a-97-lyrics,,"DateDecember 7, 2018"
1961,Akhenaton,AKHENATON18,"8 mesures pour 12 types by Bambi Cruz (Ft. 9Respect, Driver, Kaysha, Manifeste (des Rootsneg), MC Solaar, Ménélik, Philly (FRA), Puzzle (Fra) & Shakim)",2145492,https://genius.com/Bambi-cruz-8-mesures-pour-12-types-lyrics,,"DateJanuary 23, 1998"
1961,Akhenaton,AKHENATON19,Achevez-les by IAM (Ft. Def Bond & Faf Larage),372679,https://genius.com/Iam-achevez-les-lyrics,,9-Nov-93
1961,Akhenaton,AKHENATON20,Achevez-moi by IAM,372678,https://genius.com/Iam-achevez-moi-lyrics,,9-Nov-93
12302,L’Algérino,L’ALGÉRINO1,"13 Organisé (Bonus track) by 13 Organisé (Ft. 100 Blaze, 2Bang, A-Deal, Akhenaton, Alonzo, AM La Scampia, As (13), Bil-K, Dadinho, Djiha (Guirri Mafia), Don Choa, DRIME, Elams, Fahar, Friz (GP), Graya, Houari, Jazzy Jazz, Jhonson, JuL, Kamikaz, Keny Arkana, Kofs, K-Ra (FRA), L'Algérino, Le Rat Luciano, Many (Carré Rouge), Menzo, MOH, Moubarak, Naps, Oussagaza, SAF, Sat l'Artificier, Sauzer, SCH, Shurik'n, Solda (Guirri Mafia), Soprano, Soso Maness, Stone Black, Sysa, Thabiti, Tonyno, Veazy, Youzi, Zak & Diego & Zbig)",6090744,https://genius.com/13-organise-13-organise-bonus-track-lyrics,,"DateOctober 30, 2020"
12302,L’Algérino,L’ALGÉRINO2,21 by L'Algérino,328742,https://genius.com/Lalgerino-21-lyrics,,1-Jan-05
12302,L’Algérino,L’ALGÉRINO3,Adios by L'Algérino (Ft. Soolking),3784074,https://genius.com/Lalgerino-adios-lyrics,,"DateJune 22, 2018"
12302,L’Algérino,L’ALGÉRINO5,Aigle Royal by L'Algérino,522876,https://genius.com/Lalgerino-aigle-royal-lyrics,,0
12302,L’Algérino,L’ALGÉRINO6,À la muerte by Soso Maness (Ft. L'Algérino),4355146,https://genius.com/Soso-maness-a-la-muerte-lyrics,,"DateMarch 22, 2019"
12302,L’Algérino,L’ALGÉRINO7,À la vie à l'amour by Soprano,3942939,https://genius.com/Soprano-a-la-vie-a-lamour-lyrics,,"DateSeptember 6, 2018"
12302,L’Algérino,L’ALGÉRINO9,Algerie mi amor ( Lettre d'amour à mon pays ) by L'Algérino,4385619,https://genius.com/Lalgerino-algerie-mi-amor-lettre-damour-a-mon-pays-lyrics,,"DateMarch 11, 2019"
12302,L’Algérino,L’ALGÉRINO10,Allo maman by L'Algérino,1990354,https://genius.com/Lalgerino-allo-maman-lyrics,,0
12302,L’Algérino,L’ALGÉRINO11,Allo Maman Bobo by L'Algérino,78052,https://genius.com/Lalgerino-allo-maman-bobo-lyrics,,0
12302,L’Algérino,L’ALGÉRINO12,Amane Amane by L'Algérino (Ft. Tunisiano),531751,https://genius.com/Lalgerino-amane-amane-lyrics,,4-Oct-14
12302,L’Algérino,L’ALGÉRINO13,Andale by L'Algérino,3784075,https://genius.com/Lalgerino-andale-lyrics,,22-Jun-18
12302,L’Algérino,L’ALGÉRINO14,"Arabia (Remix All Stars) by Sniper (Ft. Bakar (FRA), Haroun, L'Algérino, Leck, Médine, Mister You, Mokless, Reda Taliani, Rim'K & Sinik)",56835,https://genius.com/Sniper-arabia-remix-all-stars-lyrics,,14-Nov-11
12302,L’Algérino,L’ALGÉRINO15,Avant de partir by L'Algérino,150479,https://genius.com/Lalgerino-avant-de-partir-lyrics,,0
12302,L’Algérino,L’ALGÉRINO16,Avec le sourire by L'Algérino,51747,https://genius.com/Lalgerino-avec-le-sourire-lyrics,,0
12302,L’Algérino,L’ALGÉRINO17,Bambina by L'Algérino,3784071,https://genius.com/Lalgerino-bambina-lyrics,,"DateJune 22, 2018"
12302,L’Algérino,L’ALGÉRINO18,Banderas by L'Algérino,2463909,https://genius.com/Lalgerino-banderas-lyrics,,27-Apr-16
1806,Ali (FRA),ALI_(FRA)1,? by Lunatic (Ft. 2Pac & The Notorious B.I.G.),5180553,https://genius.com/Lunatic--lyrics,,0
1806,Ali (FRA),ALI_(FRA)2,16 Rimes by La Brigade (Ft. La Brigade & Lunatic),62785,https://genius.com/La-brigade-16-rimes-lyrics,,0
1806,Ali (FRA),ALI_(FRA)3,92i by Lunatic (Ft. Malekal Morte),49884,https://genius.com/Lunatic-92i-lyrics,,"DateSeptember 28, 2000"
1806,Ali (FRA),ALI_(FRA)4,Aloha by Ali (FRA) (Ft. Suspects (FRA)),187960,https://genius.com/Ali-fra-aloha-lyrics,,6-Dec-10
1806,Ali (FRA),ALI_(FRA)7,Au-delà de l'horizon by Karlito (Ft. Ali (FRA)),5641393,https://genius.com/Karlito-au-dela-de-lhorizon-lyrics,,0
1806,Ali (FRA),ALI_(FRA)8,"Avertisseur, partie 1 by Lunatic",356609,https://genius.com/Lunatic-avertisseur-partie-1-lyrics,,"DateMarch 20, 2006"
1806,Ali (FRA),ALI_(FRA)9,"Avertisseur, partie 2 by Lunatic",356607,https://genius.com/Lunatic-avertisseur-partie-2-lyrics,,"DateFebruary 20, 2006"
1806,Ali (FRA),ALI_(FRA)10,Avertisseurs by Lunatic,58752,https://genius.com/Lunatic-avertisseurs-lyrics,,28-Sep-00
1806,Ali (FRA),ALI_(FRA)11,B.O (Banlieue Ouest) by Lunatic,80167,https://genius.com/Lunatic-bo-banlieue-ouest-lyrics,,0
1806,Ali (FRA),ALI_(FRA)12,B.O. (Generaldo Tape) by Lunatic,354973,https://genius.com/Lunatic-bo-generaldo-tape-lyrics,,20-Feb-06
1806,Ali (FRA),ALI_(FRA)13,Bouge comme un diablotin by Ali (FRA),375037,https://genius.com/Ali-fra-bouge-comme-un-diablotin-lyrics,,1-Jan-95
1806,Ali (FRA),ALI_(FRA)14,Briseurs d'illusions by Ali (FRA) (Ft. Hifi),160350,https://genius.com/Ali-fra-briseurs-dillusions-lyrics,,6-Dec-10
1806,Ali (FRA),ALI_(FRA)15,Cercle vicieux by Lunatic (Ft. Lagonz Viv’ & Zoxea),3321973,https://genius.com/Lunatic-cercle-vicieux-lyrics,,0
1806,Ali (FRA),ALI_(FRA)16,Cérébral Ghetto by Lalcko (Ft. Ali (FRA)),358068,https://genius.com/Lalcko-cerebral-ghetto-lyrics,,6-Dec-12
1806,Ali (FRA),ALI_(FRA)17,Chaos & Harmonie by Ali (FRA),186314,https://genius.com/Ali-fra-chaos-and-harmonie-lyrics,,"DateJune 6, 2005"
1806,Ali (FRA),ALI_(FRA)18,Civilisé by Lunatic,4824823,https://genius.com/Lunatic-civilise-lyrics,,1-Jan-99
1806,Ali (FRA),ALI_(FRA)19,"Civilisé, partie 1 by Lunatic",357496,https://genius.com/Lunatic-civilise-partie-1-lyrics,,"DateFebruary 20, 2006"
1806,Ali (FRA),ALI_(FRA)20,Civilisé (Version album) by Lunatic,5620,https://genius.com/Lunatic-civilise-version-album-lyrics,,28-Sep-00
15427,Alkpote,ALKPOTE1,32 PPK by Alkpote & Butter Bullets,2396809,https://genius.com/Alkpote-and-butter-bullets-32-ppk-lyrics,,20-Jan-16
15427,Alkpote,ALKPOTE2,3 issues by Alkpote,523451,https://genius.com/Alkpote-3-issues-lyrics,,12-May-08
15427,Alkpote,ALKPOTE3,44 mesures de terreur by Alkpote,406508,https://genius.com/Alkpote-44-mesures-de-terreur-lyrics,,12-May-08
15427,Alkpote,ALKPOTE4,7ème sens by Alkpote (Ft. Nubi),723773,https://genius.com/Alkpote-7eme-sens-lyrics,,"DateMay 11, 2015"
15427,Alkpote,ALKPOTE5,9.1.4 Catastrophe by Zesau (Ft. Alkpote),363110,https://genius.com/Zesau-914-catastrophe-lyrics,,"DateFebruary 14, 2014"
15427,Alkpote,ALKPOTE7,91-93 by Alkpote (Ft. Samat),4689901,https://genius.com/Alkpote-91-93-lyrics,,19-Nov-07
15427,Alkpote,ALKPOTE8,91-93 (Version 2013) by Alkpote (Ft. Sadek),203525,https://genius.com/Alkpote-91-93-version-2013-lyrics,,"DateJune 3, 2013"
15427,Alkpote,ALKPOTE9,91 cocktail by Kiss-R (Ft. Alkpote),4698481,https://genius.com/Kiss-r-91-cocktail-lyrics,,0
15427,Alkpote,ALKPOTE10,9.1 dimension by Unité 2 Feu,4689631,https://genius.com/Unite-2-feu-91-dimension-lyrics,,8-Apr-08
15427,Alkpote,ALKPOTE11,91 Draculitus by Alkpote (Ft. Malason & SKP2JV),2251288,https://genius.com/Alkpote-91-draculitus-lyrics,,"DateApril 7, 2014"
15427,Alkpote,ALKPOTE12,"91 Essonne by Alkpote (Ft. 2FWE, A2T, Abook, Ahmess, Akfa, Blacka (France), Choux's, Cliff (France), Cokein, Deeda (France), Dmboss, Farceur, Flasti, G-Moni, Hichem, Ivre Ultimatum, Jox Kardifrox, Ketokrim, Kodji, Le Gouffre, Lil'Dry, L.O.R. (FRA), Oskar (Assos 2 Dingos), Samo (France), Shaim (France), Spike La Pioche, Union Bestiale, VR (France) & Waibee)",4698484,https://genius.com/Alkpote-91-essonne-lyrics,,15-Jun-09
15427,Alkpote,ALKPOTE13,91 trop violent by Alkpote (Ft. La Ténébreuse Mafia),4698455,https://genius.com/Alkpote-91-trop-violent-lyrics,,"DateJune 1, 2009"
15427,Alkpote,ALKPOTE16,Addictif by Alkpote,450436,https://genius.com/Alkpote-addictif-lyrics,,"DateApril 7, 2014"
15427,Alkpote,ALKPOTE17,"Affreux, sales et méchants by O'Trak (Ft. Alkpote)",2306005,https://genius.com/Otrak-affreux-sales-et-mechants-lyrics,,10-Sep-15
15427,Alkpote,ALKPOTE18,African Gangster by Unité 2 Feu,5067429,https://genius.com/Unite-2-feu-african-gangster-lyrics,,15-Mar-10
13864,Abd Al Malik,ABD_AL_MALIK1,12 Septembre 2001 by Abd Al Malik,227969,https://genius.com/Abd-al-malik-12-septembre-2001-lyrics,,"DateJune 12, 2006"
13864,Abd Al Malik,ABD_AL_MALIK2,3 Roses Jaunes by Abd Al Malik (Ft. Wallen),2837187,https://genius.com/Abd-al-malik-3-roses-jaunes-lyrics,,2-Mar-04
13864,Abd Al Malik,ABD_AL_MALIK3,À Contretemps by Abd Al Malik (Ft. Mattéo Falkone),2350627,https://genius.com/Abd-al-malik-a-contretemps-lyrics,,"DateNovember 6, 2015"
13864,Abd Al Malik,ABD_AL_MALIK4,Actuelles IV (à Amnesty International) by Abd Al Malik,180371,https://genius.com/Abd-al-malik-actuelles-iv-a-amnesty-international-lyrics,,0
13864,Abd Al Malik,ABD_AL_MALIK5,Adam et Eve by Abd Al Malik (Ft. Wallen),733402,https://genius.com/Abd-al-malik-adam-et-eve-lyrics,,"DateJune 12, 2006"
13864,Abd Al Malik,ABD_AL_MALIK6,A force de vivre by Wallen (Ft. Abd Al Malik),2075405,https://genius.com/Wallen-a-force-de-vivre-lyrics,,"DateSeptember 21, 2001"
13864,Abd Al Malik,ABD_AL_MALIK7,Allogène (j'suis un stremon) by Abd Al Malik,2311217,https://genius.com/Abd-al-malik-allogene-jsuis-un-stremon-lyrics,,"DateSeptember 1, 2015"
13864,Abd Al Malik,ABD_AL_MALIK8,A nous seuls by Beni Snassen (Ft. Abd Al Malik & Wallen),2947068,https://genius.com/Beni-snassen-a-nous-seuls-lyrics,,"DateJanuary 21, 2008"
13864,Abd Al Malik,ABD_AL_MALIK9,Besoin d'Oxygène by Beni Snassen (Ft. Abd Al Malik),1929799,https://genius.com/Beni-snassen-besoin-doxygene-lyrics,,21-Jan-08
13864,Abd Al Malik,ABD_AL_MALIK10,Cathédrale by Abd Al Malik,168488,https://genius.com/Abd-al-malik-cathedrale-annotated,,0
13864,Abd Al Malik,ABD_AL_MALIK11,Céline by Abd Al Malik,219813,https://genius.com/Abd-al-malik-celine-lyrics,,"DateJune 12, 2006"
13864,Abd Al Malik,ABD_AL_MALIK12,Ce monde ma muse 1.0 by Abd Al Malik (Ft. Assa & Fabien Coste),592928,https://genius.com/Abd-al-malik-ce-monde-ma-muse-10-lyrics,,2-Mar-04
13864,Abd Al Malik,ABD_AL_MALIK13,Centre Ville by Abd Al Malik,138626,https://genius.com/Abd-al-malik-centre-ville-lyrics,,8-Nov-10
13864,Abd Al Malik,ABD_AL_MALIK14,Césaire (Brazzaville via Oujda) by Abd Al Malik,108799,https://genius.com/Abd-al-malik-cesaire-brazzaville-via-oujda-lyrics,,4-Nov-08
13864,Abd Al Malik,ABD_AL_MALIK15,C'est comme ça ! by Abd Al Malik,2350504,https://genius.com/Abd-al-malik-cest-comme-ca-lyrics,,"DateNovember 6, 2015"
13864,Abd Al Malik,ABD_AL_MALIK16,C'est du lourd by Abd Al Malik,203096,https://genius.com/Abd-al-malik-cest-du-lourd-lyrics,,4-Nov-08
13864,Abd Al Malik,ABD_AL_MALIK17,Château rouge by Abd Al Malik,123310,https://genius.com/Abd-al-malik-chateau-rouge-lyrics,,8-Nov-10
13864,Abd Al Malik,ABD_AL_MALIK18,Ciao pantin by Wallen (Ft. Abd Al Malik),3284310,https://genius.com/Wallen-ciao-pantin-lyrics,,20-Oct-08
13864,Abd Al Malik,ABD_AL_MALIK19,Cinq ans de répit by N.A.P. (Ft. Faf Larage),2492166,https://genius.com/Nap-cinq-ans-de-repit-lyrics,,0
13864,Abd Al Malik,ABD_AL_MALIK20,"Circule petit, circule by Abd Al Malik",203075,https://genius.com/Abd-al-malik-circule-petit-circule-lyrics,,"DateNovember 4, 2008"
13711,Alonzo,ALONZO1,100% by Alonzo (Ft. Amel Bent),3210250,https://genius.com/Alonzo-100-lyrics,,"DateAugust 25, 2017"
13711,Alonzo,ALONZO2,10/10 by Gims (Ft. Alonzo & Dadju),4407797,https://genius.com/Gims-10-10-lyrics,,26-Apr-19
13711,Alonzo,ALONZO3,"13 Marseille by Moubarak (Ft. JuL, Psy 4 de la Rime & TK (FRA))",4730420,https://genius.com/Moubarak-13-marseille-lyrics,,26-Jul-19
13711,Alonzo,ALONZO4,"13 Organisé (Bonus track) by 13 Organisé (Ft. 100 Blaze, 2Bang, A-Deal, Akhenaton, Alonzo, AM La Scampia, As (13), Bil-K, Dadinho, Djiha (Guirri Mafia), Don Choa, DRIME, Elams, Fahar, Friz (GP), Graya, Houari, Jazzy Jazz, Jhonson, JuL, Kamikaz, Keny Arkana, Kofs, K-Ra (FRA), L'Algérino, Le Rat Luciano, Many (Carré Rouge), Menzo, MOH, Moubarak, Naps, Oussagaza, SAF, Sat l'Artificier, Sauzer, SCH, Shurik'n, Solda (Guirri Mafia), Soprano, Soso Maness, Stone Black, Sysa, Thabiti, Tonyno, Veazy, Youzi, Zak & Diego & Zbig)",6090744,https://genius.com/13-organise-13-organise-bonus-track-lyrics,,"DateOctober 30, 2020"
13711,Alonzo,ALONZO5,1ère fois by Imen Es (Ft. Alonzo),5211083,https://genius.com/Imen-es-1ere-fois-lyrics,,"DateFebruary 14, 2020"
13711,Alonzo,ALONZO6,2 sortie by Psy 4 de la Rime,187242,https://genius.com/Psy-4-de-la-rime-2-sortie-lyrics,,"DateMarch 19, 2002"
13711,Alonzo,ALONZO7,4ème Dimension (Intro) by Psy 4 de la Rime (Ft. Christophe Caysac),134708,https://genius.com/Psy-4-de-la-rime-4eme-dimension-intro-lyrics,,1-Apr-13
13711,Alonzo,ALONZO8,911 by Rim'K (Ft. Alonzo),3941547,https://genius.com/Rimk-911-lyrics,,21-Sep-18
13711,Alonzo,ALONZO9,A armes égales by El Matador (Ft. Alonzo & BraSco),208967,https://genius.com/El-matador-a-armes-egales-lyrics,,0
13711,Alonzo,ALONZO10,A Armes Egales (2008 version) by BraSco (Ft. Alonzo & El Matador),2732959,https://genius.com/Brasco-a-armes-egales-2008-version-lyrics,,0
13711,Alonzo,ALONZO11,Abstrait by Alonzo,112881,https://genius.com/Alonzo-abstrait-lyrics,,"DateFebruary 1, 2010"
13711,Alonzo,ALONZO12,À cœur ouvert by Psy 4 de la Rime,187347,https://genius.com/Psy-4-de-la-rime-a-cur-ouvert-lyrics,,19-Mar-02
13711,Alonzo,ALONZO13,Afrikan money by Psy 4 de la Rime,134983,https://genius.com/Psy-4-de-la-rime-afrikan-money-lyrics,,1-Apr-13
13711,Alonzo,ALONZO14,"Afrikan Money Remix by Psy 4 de la Rime (Ft. Black M, Gims & JR O Crom)",235078,https://genius.com/Psy-4-de-la-rime-afrikan-money-remix-lyrics,,28-Oct-13
13711,Alonzo,ALONZO15,After by Niro (Ft. Alonzo),4991503,https://genius.com/Niro-after-lyrics,,22-Nov-19
13711,Alonzo,ALONZO16,À la Dafpunck by Alonzo,367549,https://genius.com/Alonzo-a-la-dafpunck-lyrics,,21-Feb-14
13711,Alonzo,ALONZO17,À l'ancienne by Psy 4 de la Rime (Ft. Nate Dogg),115758,https://genius.com/Psy-4-de-la-rime-a-lancienne-lyrics,,"DateMay 26, 2008"
13711,Alonzo,ALONZO18,A La Usain Bolt by Soprano (Ft. Psy 4 de la Rime),84292,https://genius.com/Soprano-a-la-usain-bolt-lyrics,,4-Oct-10
13711,Alonzo,ALONZO19,Alicante by Alonzo (Ft. Niro),5479287,https://genius.com/Alonzo-alicante-lyrics,,20-Apr-20
13711,Alonzo,ALONZO20,Alien by Rim'K (Ft. Alonzo),2405811,https://genius.com/Rimk-alien-lyrics,,"DateJanuary 15, 2016"
23907,Alpha 5.20,ALPHA_5.201,4025 ans by Alpha 5.20,88377,https://genius.com/Alpha-520-4025-ans-lyrics,,0
23907,Alpha 5.20,ALPHA_5.202,93 Empire by Sofiane (Ft. Kalash Criminel),2817838,https://genius.com/Sofiane-93-empire-lyrics,,8-Jul-16
23907,Alpha 5.20,ALPHA_5.203,Adrénaline by Alpha 5.20,246930,https://genius.com/Alpha-520-adrenaline-lyrics,,0
23907,Alpha 5.20,ALPHA_5.204,Antécédents by Alpha 5.20,3515425,https://genius.com/Alpha-520-antecedents-lyrics,,0
23907,Alpha 5.20,ALPHA_5.205,À part Dieu by Alpha 5.20,160872,https://genius.com/Alpha-520-a-part-dieu-lyrics,,21-Jun-10
23907,Alpha 5.20,ALPHA_5.206,Appelle-moi negro by Alpha 5.20,236827,https://genius.com/Alpha-520-appelle-moi-negro-lyrics,,1-Jan-10
23907,Alpha 5.20,ALPHA_5.207,Bienvenue dans le four by Alpha 5.20 (Ft. Alibi Montana & LIM),85310,https://genius.com/Alpha-520-bienvenue-dans-le-four-lyrics,,0
23907,Alpha 5.20,ALPHA_5.208,Boss 2 Panam by Alpha 5.20,344293,https://genius.com/Alpha-520-boss-2-panam-lyrics,,"DateFebruary 20, 2007"
23907,Alpha 5.20,ALPHA_5.209,Boy Dakar by Alpha 5.20,92663,https://genius.com/Alpha-520-boy-dakar-lyrics,,0
23907,Alpha 5.20,ALPHA_5.2010,"Boyz in the Hood by Seth Gueko (Ft. Alibi Montana, Alpha 5.20 & Sinik)",160329,https://genius.com/Seth-gueko-boyz-in-the-hood-lyrics,,14-May-05
23907,Alpha 5.20,ALPHA_5.2011,Caillera caillera* by Seth Gueko (Ft. Alpha 5.20 & Six),3266456,https://genius.com/Seth-gueko-caillera-caillera-lyrics,,5-Mar-07
14857,Ateyaba,ATEYABA1,ᐂ by Ateyaba,172504,https://genius.com/Ateyaba--lyrics,,"DateFebruary 24, 2011"
14857,Ateyaba,ATEYABA3,06 ? by Ateyaba,340909,https://genius.com/Ateyaba-06-lyrics,,31-Aug-09
14857,Ateyaba,ATEYABA5,2012 by Ateyaba (Ft. The ETs (FRA)),486815,https://genius.com/Ateyaba-2012-lyrics,,"DateFebruary 24, 2011"
14857,Ateyaba,ATEYABA6,2014 à l'infini by Ateyaba,658664,https://genius.com/Ateyaba-2014-a-linfini-lyrics,,"DateJanuary 1, 2015"
14857,Ateyaba,ATEYABA7,24kt* by Ateyaba,3562588,https://genius.com/Ateyaba-24kt-lyrics,,1-Mar-18
14857,Ateyaba,ATEYABA8,3-4 by Ateyaba,155976,https://genius.com/Ateyaba-3-4-lyrics,,27-May-13
14857,Ateyaba,ATEYABA9,4D by Ateyaba,104944,https://genius.com/Ateyaba-4d-lyrics,,"DateNovember 26, 2012"
14857,Ateyaba,ATEYABA10,4 Pattes by Ateyaba,426436,https://genius.com/Ateyaba-4-pattes-lyrics,,"DateJune 2, 2014"
